id,name,number,rarity,hp,types,set_id,market_price_normal,market_price_holofoil,market_price_reverse
base5-30,Dark Vileplume,30,Rare,60,Grass,base5,,,
base5-31,Dark Weezing,31,Rare,60,Grass,base5,,,
base5-32,Dark Charmeleon,32,Uncommon,50,Fire,base5,,,
base5-33,Dark Dragonair,33,Uncommon,60,Colorless,base5,,,
base5-34,Dark Electrode,34,Uncommon,60,Lightning,base5,,,
base5-35,Dark Flareon,35,Uncommon,50,Fire,base5,,,
base5-36,Dark Gloom,36,Uncommon,50,Grass,base5,,,
base5-37,Dark Golduck,37,Uncommon,60,Water,base5,,,
base5-38,Dark Jolteon,38,Uncommon,50,Lightning,base5,,,
base5-39,Dark Kadabra,39,Uncommon,50,Psychic,base5,,,
base5-40,Dark Machoke,40,Uncommon,60,Fighting,base5,,,
base5-41,Dark Muk,41,Uncommon,60,Grass,base5,,,
base5-42,Dark Persian,42,Uncommon,60,Colorless,base5,,,
base5-43,Dark Primeape,43,Uncommon,60,Fighting,base5,,,
base5-44,Dark Rapidash,44,Uncommon,60,Fire,base5,,,
base5-45,Dark Vaporeon,45,Uncommon,60,Water,base5,,,
base5-46,Dark Wartortle,46,Uncommon,60,Water,base5,,,
base5-47,Magikarp,47,Uncommon,30,Water,base5,,,
base5-48,Porygon,48,Uncommon,40,Colorless,base5,,,
base5-49,Abra,49,Common,40,Psychic,base5,,,
base5-50,Charmander,50,Common,40,Fire,base5,,,
base5-51,Dark Raticate,51,Common,50,Colorless,base5,,,
base5-52,Diglett,52,Common,40,Fighting,base5,,,
base5-53,Dratini,53,Common,40,Colorless,base5,,,
base5-54,Drowzee,54,Common,50,Psychic,base5,,,
base5-55,Eevee,55,Common,40,Colorless,base5,,,
base5-56,Ekans,56,Common,50,Grass,base5,,,
base5-57,Grimer,57,Common,40,Grass,base5,,,
base5-58,Koffing,58,Common,40,Grass,base5,,,
base5-59,Machop,59,Common,50,Fighting,base5,,,
base5-60,Magnemite,60,Common,40,Lightning,base5,,,
base5-61,Mankey,61,Common,40,Fighting,base5,,,
base5-62,Meowth,62,Common,40,Colorless,base5,,,
base5-63,Oddish,63,Common,50,Grass,base5,,,
base5-64,Ponyta,64,Common,50,Fire,base5,,,
base5-65,Psyduck,65,Common,50,Water,base5,,,
base5-66,Rattata,66,Common,40,Colorless,base5,,,
base5-67,Slowpoke,67,Common,50,Psychic,base5,,,
base5-68,Squirtle,68,Common,50,Water,base5,,,
base5-69,Voltorb,69,Common,40,Lightning,base5,,,
base5-70,Zubat,70,Common,40,Grass,base5,,,
base5-71,Here Comes Team Rocket!,71,Rare,,,base5,,,
base5-72,Rocket's Sneak Attack,72,Rare,,,base5,,,
base5-73,The Boss's Way,73,Uncommon,,,base5,,,
base5-74,Challenge!,74,Uncommon,,,base5,,,
base5-75,Digger,75,Uncommon,,,base5,,,
base5-76,Imposter Oak's Revenge,76,Uncommon,,,base5,,,
base5-77,Nightly Garbage Run,77,Uncommon,,,base5,,,
base5-78,Goop Gas Attack,78,Common,,,base5,,,
base5-79,Sleep!,79,Common,,,base5,,,
base5-80,Rainbow Energy,80,Rare,,,base5,,,
base5-81,Full Heal Energy,81,Uncommon,,,base5,,,
base5-82,Potion Energy,82,Uncommon,,,base5,,,
base5-83,Dark Raichu,83,Rare Secret,70,Lightning,base5,,,
gym1-1,Blaine's Moltres,1,Rare Holo,90,Fire,gym1,,,
gym1-2,Brock's Rhydon,2,Rare Holo,80,Fighting,gym1,,,
gym1-3,Erika's Clefable,3,Rare Holo,70,Colorless,gym1,,,
gym1-4,Erika's Dragonair,4,Rare Holo,80,Colorless,gym1,,,
gym1-5,Erika's Vileplume,5,Rare Holo,80,Grass,gym1,,,
gym1-6,Lt. Surge's Electabuzz,6,Rare Holo,70,Lightning,gym1,,,
gym1-7,Lt. Surge's Fearow,7,Rare Holo,70,Colorless,gym1,,,
gym1-8,Lt. Surge's Magneton,8,Rare Holo,70,Lightning,gym1,,,
gym1-9,Misty's Seadra,9,Rare Holo,70,Water,gym1,,,
gym1-10,Misty's Tentacruel,10,Rare Holo,70,Water,gym1,,,
gym1-11,Rocket's Hitmonchan,11,Rare Holo,60,Fighting,gym1,,,
gym1-12,Rocket's Moltres,12,Rare Holo,60,Fire,gym1,,,
gym1-13,Rocket's Scyther,13,Rare Holo,60,Grass,gym1,,,
gym1-14,Sabrina's Gengar,14,Rare Holo,80,Psychic,gym1,,,
gym1-15,Brock,15,Rare Holo,,,gym1,,,
gym1-16,Erika,16,Rare Holo,,,gym1,,,
gym1-17,Lt. Surge,17,Rare Holo,,,gym1,,,
gym1-18,Misty,18,Rare Holo,,,gym1,,,
gym1-19,The Rocket's Trap,19,Rare Holo,,,gym1,,,
gym1-20,Brock's Golem,20,Rare,90,Fighting,gym1,,,
gym1-21,Brock's Onix,21,Rare,70,Fighting,gym1,,,
gym1-22,Brock's Rhyhorn,22,Rare,60,Fighting,gym1,,,
gym1-23,Brock's Sandslash,23,Rare,60,Fighting,gym1,,,
gym1-24,Brock's Zubat,24,Rare,30,Grass,gym1,,,
gym1-25,Erika's Clefairy,25,Rare,50,Colorless,gym1,,,
gym1-26,Erika's Victreebel,26,Rare,80,Grass,gym1,,,
gym1-27,Lt. Surge's Electabuzz,27,Rare,60,Lightning,gym1,,,
gym1-28,Lt. Surge's Raichu,28,Rare,70,Lightning,gym1,,,
gym1-29,Misty's Cloyster,29,Rare,70,Water,gym1,,,
gym1-30,Misty's Goldeen,30,Rare,30,Water,gym1,,,
gym1-31,Misty's Poliwrath,31,Rare,90,Water,gym1,,,
gym1-32,Misty's Tentacool,32,Rare,40,Water,gym1,,,
gym1-33,Rocket's Snorlax,33,Rare,90,Colorless,gym1,,,
gym1-34,Sabrina's Venomoth,34,Rare,60,Grass,gym1,,,
gym1-35,Blaine's Growlithe,35,Uncommon,50,Fire,gym1,,,
gym1-36,Blaine's Kangaskhan,36,Uncommon,80,Colorless,gym1,,,
gym1-37,Blaine's Magmar,37,Uncommon,60,Fire,gym1,,,
gym1-38,Brock's Geodude,38,Uncommon,50,Fighting,gym1,,,
gym1-39,Brock's Golbat,39,Uncommon,70,Grass,gym1,,,
gym1-40,Brock's Graveler,40,Uncommon,70,Fighting,gym1,,,
gym1-41,Brock's Lickitung,41,Uncommon,80,Colorless,gym1,,,
gym1-42,Erika's Dratini,42,Uncommon,40,Colorless,gym1,,,
gym1-43,Erika's Exeggcute,43,Uncommon,50,Grass,gym1,,,
gym1-44,Erika's Exeggutor,44,Uncommon,70,Grass,gym1,,,
gym1-45,Erika's Gloom,45,Uncommon,60,Grass,gym1,,,
gym1-46,Erika's Gloom,46,Uncommon,70,Grass,gym1,,,
gym1-47,Erika's Oddish,47,Uncommon,40,Grass,gym1,,,
gym1-48,Erika's Weepinbell,48,Uncommon,60,Grass,gym1,,,
gym1-49,Erika's Weepinbell,49,Uncommon,70,Grass,gym1,,,
gym1-50,Lt. Surge's Magnemite,50,Uncommon,30,Lightning,gym1,,,
gym1-51,Lt. Surge's Raticate,51,Uncommon,70,Colorless,gym1,,,
gym1-52,Lt. Surge's Spearow,52,Uncommon,30,Colorless,gym1,,,
gym1-53,Misty's Poliwhirl,53,Uncommon,70,Water,gym1,,,
gym1-54,Misty's Psyduck,54,Uncommon,50,Water,gym1,,,
gym1-55,Misty's Seaking,55,Uncommon,70,Water,gym1,,,
gym1-56,Misty's Starmie,56,Uncommon,80,Water,gym1,,,
gym1-57,Misty's Tentacool,57,Uncommon,50,Water,gym1,,,
gym1-58,Sabrina's Haunter,58,Uncommon,50,Psychic,gym1,,,
gym1-59,Sabrina's Jynx,59,Uncommon,60,Psychic,gym1,,,
gym1-60,Sabrina's Slowbro,60,Uncommon,70,Psychic,gym1,,,
gym1-61,Blaine's Charmander,61,Common,50,Fire,gym1,,,
gym1-62,Blaine's Growlithe,62,Common,50,Fire,gym1,,,
gym1-63,Blaine's Ponyta,63,Common,40,Fire,gym1,,,
gym1-64,Blaine's Tauros,64,Common,70,Colorless,gym1,,,
gym1-65,Blaine's Vulpix,65,Common,40,Fire,gym1,,,
gym1-66,Brock's Geodude,66,Common,40,Fighting,gym1,,,
gym1-67,Brock's Mankey,67,Common,40,Fighting,gym1,,,
gym1-68,Brock's Mankey,68,Common,40,Fighting,gym1,,,
gym1-69,Brock's Onix,69,Common,100,Fighting,gym1,,,
gym1-70,Brock's Rhyhorn,70,Common,70,Fighting,gym1,,,
gym1-71,Brock's Sandshrew,71,Common,40,Fighting,gym1,,,
gym1-72,Brock's Sandshrew,72,Common,50,Fighting,gym1,,,
gym1-73,Brock's Vulpix,73,Common,40,Fire,gym1,,,
gym1-74,Brock's Zubat,74,Common,40,Grass,gym1,,,
gym1-75,Erika's Bellsprout,75,Common,40,Grass,gym1,,,
gym1-76,Erika's Bellsprout,76,Common,50,Grass,gym1,,,
gym1-77,Erika's Exeggcute,77,Common,40,Grass,gym1,,,
gym1-78,Erika's Oddish,78,Common,50,Grass,gym1,,,
gym1-79,Erika's Tangela,79,Common,60,Grass,gym1,,,
gym1-80,Lt. Surge's Magnemite,80,Common,40,Lightning,gym1,,,
gym1-81,Lt. Surge's Pikachu,81,Common,50,Lightning,gym1,,,
gym1-82,Lt. Surge's Rattata,82,Common,40,Colorless,gym1,,,
gym1-83,Lt. Surge's Spearow,83,Common,50,Colorless,gym1,,,
gym1-84,Lt. Surge's Voltorb,84,Common,40,Lightning,gym1,,,
gym1-85,Misty's Goldeen,85,Common,40,Water,gym1,,,
gym1-86,Misty's Horsea,86,Common,40,Water,gym1,,,
gym1-87,Misty's Poliwag,87,Common,50,Water,gym1,,,
gym1-88,Misty's Seel,88,Common,60,Water,gym1,,,
gym1-89,Misty's Shellder,89,Common,40,Water,gym1,,,
gym1-90,Misty's Staryu,90,Common,50,Water,gym1,,,
gym1-91,Sabrina's Abra,91,Common,40,Psychic,gym1,,,
gym1-92,Sabrina's Drowzee,92,Common,50,Psychic,gym1,,,
gym1-93,Sabrina's Gastly,93,Common,50,Psychic,gym1,,,
gym1-94,Sabrina's Mr. Mime,94,Common,50,Psychic,gym1,,,
gym1-95,Sabrina's Slowpoke,95,Common,50,Psychic,gym1,,,
gym1-96,Sabrina's Venonat,96,Common,40,Grass,gym1,,,
gym1-97,Blaine's Quiz #1,97,Rare,,,gym1,,,
gym1-98,Brock,98,Rare,,,gym1,,,
gym1-99,Charity,99,Rare,,,gym1,,,
gym1-100,Erika,100,Rare,,,gym1,,,
gym1-101,Lt. Surge,101,Rare,,,gym1,,,
gym1-102,Misty,102,Rare,,,gym1,,,
gym1-103,No Removal Gym,103,Rare,,,gym1,,,
gym1-104,The Rocket's Training Gym,104,Rare,,,gym1,,,
gym1-105,Blaine's Last Resort,105,Uncommon,,,gym1,,,
gym1-106,Brock's Training Method,106,Uncommon,,,gym1,,,
gym1-107,Celadon City Gym,107,Uncommon,,,gym1,,,
gym1-108,Cerulean City Gym,108,Uncommon,,,gym1,,,
gym1-109,Erika's Maids,109,Uncommon,,,gym1,,,
gym1-110,Erika's Perfume,110,Uncommon,,,gym1,,,
gym1-111,Good Manners,111,Uncommon,,,gym1,,,
gym1-112,Lt. Surge's Treaty,112,Uncommon,,,gym1,,,
gym1-113,Minion of Team Rocket,113,Uncommon,,,gym1,,,
gym1-114,Misty's Wrath,114,Uncommon,,,gym1,,,
gym1-115,Pewter City Gym,115,Uncommon,,,gym1,,,
gym1-116,Recall,116,Uncommon,,,gym1,,,
gym1-117,Sabrina's ESP,117,Uncommon,,,gym1,,,
gym1-118,Secret Mission,118,Uncommon,,,gym1,,,
gym1-119,Tickling Machine,119,Uncommon,,,gym1,,,
gym1-120,Vermilion City Gym,120,Uncommon,,,gym1,,,
gym1-121,Blaine's Gamble,121,Common,,,gym1,,,
gym1-122,Energy Flow,122,Common,,,gym1,,,
gym1-123,Misty's Duel,123,Common,,,gym1,,,
gym1-124,Narrow Gym,124,Common,,,gym1,,,
gym1-125,Sabrina's Gaze,125,Common,,,gym1,,,
gym1-126,Trash Exchange,126,Common,,,gym1,,,
gym1-127,Fighting Energy,127,,,,gym1,,,
gym1-128,Fire Energy,128,,,,gym1,,,
gym1-129,Grass Energy,129,,,,gym1,,,
gym1-130,Lightning Energy,130,,,,gym1,,,
gym1-131,Psychic Energy,131,,,,gym1,,,
gym1-132,Water Energy,132,,,,gym1,,,
gym2-1,Blaine's Arcanine,1,Rare Holo,90,Fire,gym2,,,
gym2-2,Blaine's Charizard,2,Rare Holo,100,Fire,gym2,,,
gym2-3,Brock's Ninetales,3,Rare Holo,70,Fire,gym2,,,
gym2-4,Erika's Venusaur,4,Rare Holo,90,Grass,gym2,,,
gym2-5,Giovanni's Gyarados,5,Rare Holo,90,Water,gym2,,,
gym2-6,Giovanni's Machamp,6,Rare Holo,100,Fighting,gym2,,,
gym2-7,Giovanni's Nidoking,7,Rare Holo,120,Grass,gym2,,,
gym2-8,Giovanni's Persian,8,Rare Holo,60,Colorless,gym2,,,
gym2-9,Koga's Beedrill,9,Rare Holo,80,Grass,gym2,,,
gym2-10,Koga's Ditto,10,Rare Holo,40,Colorless,gym2,,,
gym2-11,Lt. Surge's Raichu,11,Rare Holo,80,Lightning,gym2,,,
gym2-12,Misty's Golduck,12,Rare Holo,70,Water,gym2,,,
gym2-13,Misty's Gyarados,13,Rare Holo,100,Water,gym2,,,
gym2-14,Rocket's Mewtwo,14,Rare Holo,70,Psychic,gym2,,,
gym2-15,Rocket's Zapdos,15,Rare Holo,70,Lightning,gym2,,,
gym2-16,Sabrina's Alakazam,16,Rare Holo,80,Psychic,gym2,,,
gym2-17,Blaine,17,Rare Holo,,,gym2,,,
gym2-18,Giovanni,18,Rare Holo,,,gym2,,,
gym2-19,Koga,19,Rare Holo,,,gym2,,,
gym2-20,Sabrina,20,Rare Holo,,,gym2,,,
gym2-21,Blaine's Ninetales,21,Rare,60,Fire,gym2,,,
gym2-22,Brock's Dugtrio,22,Rare,60,Fighting,gym2,,,
gym2-23,Giovanni's Nidoqueen,23,Rare,100,Grass,gym2,,,
gym2-24,Giovanni's Pinsir,24,Rare,70,Grass,gym2,,,
gym2-25,Koga's Arbok,25,Rare,90,Grass,gym2,,,
gym2-26,Koga's Muk,26,Rare,80,Grass,gym2,,,
gym2-27,Koga's Pidgeotto,27,Rare,60,Colorless,gym2,,,
gym2-28,Lt. Surge's Jolteon,28,Rare,70,Lightning,gym2,,,
gym2-29,Sabrina's Gengar,29,Rare,90,Psychic,gym2,,,
gym2-30,Sabrina's Golduck,30,Rare,70,Water,gym2,,,
gym2-31,Blaine's Charmeleon,31,Uncommon,70,Fire,gym2,,,
gym2-32,Blaine's Dodrio,32,Uncommon,70,Colorless,gym2,,,
gym2-33,Blaine's Rapidash,33,Uncommon,70,Fire,gym2,,,
gym2-34,Brock's Graveler,34,Uncommon,70,Fighting,gym2,,,
gym2-35,Brock's Primeape,35,Uncommon,70,Fighting,gym2,,,
gym2-36,Brock's Sandslash,36,Uncommon,70,Fighting,gym2,,,
gym2-37,Brock's Vulpix,37,Uncommon,50,Fire,gym2,,,
gym2-38,Erika's Bellsprout,38,Uncommon,40,Grass,gym2,,,
gym2-39,Erika's Bulbasaur,39,Uncommon,50,Grass,gym2,,,
gym2-40,Erika's Clefairy,40,Uncommon,50,Colorless,gym2,,,
gym2-41,Erika's Ivysaur,41,Uncommon,60,Grass,gym2,,,
gym2-42,Giovanni's Machoke,42,Uncommon,80,Fighting,gym2,,,
gym2-43,Giovanni's Meowth,43,Uncommon,40,Colorless,gym2,,,
gym2-44,Giovanni's Nidorina,44,Uncommon,80,Grass,gym2,,,
gym2-45,Giovanni's Nidorino,45,Uncommon,70,Grass,gym2,,,
gym2-46,Koga's Golbat,46,Uncommon,60,Grass,gym2,,,
gym2-47,Koga's Kakuna,47,Uncommon,60,Grass,gym2,,,
gym2-48,Koga's Koffing,48,Uncommon,50,Grass,gym2,,,
gym2-49,Koga's Pidgey,49,Uncommon,40,Colorless,gym2,,,
gym2-50,Koga's Weezing,50,Uncommon,70,Grass,gym2,,,
gym2-51,Lt. Surge's Eevee,51,Uncommon,40,Colorless,gym2,,,
gym2-52,Lt. Surge's Electrode,52,Uncommon,70,Lightning,gym2,,,
gym2-53,Lt. Surge's Raticate,53,Uncommon,60,Colorless,gym2,,,
gym2-54,Misty's Dewgong,54,Uncommon,80,Water,gym2,,,
gym2-55,Sabrina's Haunter,55,Uncommon,70,Psychic,gym2,,,
gym2-56,Sabrina's Hypno,56,Uncommon,70,Psychic,gym2,,,
gym2-57,Sabrina's Jynx,57,Uncommon,60,Psychic,gym2,,,
gym2-58,Sabrina's Kadabra,58,Uncommon,70,Psychic,gym2,,,
gym2-59,Sabrina's Mr. Mime,59,Uncommon,60,Psychic,gym2,,,
gym2-60,Blaine's Charmander,60,Common,50,Fire,gym2,,,
gym2-61,Blaine's Doduo,61,Common,50,Colorless,gym2,,,
gym2-62,Blaine's Growlithe,62,Common,60,Fire,gym2,,,
gym2-63,Blaine's Mankey,63,Common,40,Fighting,gym2,,,
gym2-64,Blaine's Ponyta,64,Common,50,Fire,gym2,,,
gym2-65,Blaine's Rhyhorn,65,Common,60,Fighting,gym2,,,
gym2-66,Blaine's Vulpix,66,Common,50,Fire,gym2,,,
gym2-67,Brock's Diglett,67,Common,40,Fighting,gym2,,,
gym2-68,Brock's Geodude,68,Common,50,Fighting,gym2,,,
gym2-69,Erika's Jigglypuff,69,Common,50,Colorless,gym2,,,
gym2-70,Erika's Oddish,70,Common,40,Grass,gym2,,,
gym2-71,Erika's Paras,71,Common,50,Grass,gym2,,,
gym2-72,Giovanni's Machop,72,Common,50,Fighting,gym2,,,
gym2-73,Giovanni's Magikarp,73,Common,30,Water,gym2,,,
gym2-74,Giovanni's Meowth,74,Common,50,Colorless,gym2,,,
gym2-75,Giovanni's Nidoran ♀,75,Common,50,Grass,gym2,,,
gym2-76,Giovanni's Nidoran ♂,76,Common,40,Grass,gym2,,,
gym2-77,Koga's Ekans,77,Common,50,Grass,gym2,,,
gym2-78,Koga's Grimer,78,Common,50,Grass,gym2,,,
gym2-79,Koga's Koffing,79,Common,40,Grass,gym2,,,
gym2-80,Koga's Pidgey,80,Common,50,Colorless,gym2,,,
gym2-81,Koga's Tangela,81,Common,50,Grass,gym2,,,
gym2-82,Koga's Weedle,82,Common,40,Grass,gym2,,,
gym2-83,Koga's Zubat,83,Common,40,Grass,gym2,,,
gym2-84,Lt. Surge's Pikachu,84,Common,40,Lightning,gym2,,,
gym2-85,Lt. Surge's Rattata,85,Common,30,Colorless,gym2,,,
gym2-86,Lt. Surge's Voltorb,86,Common,50,Lightning,gym2,,,
gym2-87,Misty's Horsea,87,Common,50,Water,gym2,,,
gym2-88,Misty's Magikarp,88,Common,30,Water,gym2,,,
gym2-89,Misty's Poliwag,89,Common,50,Water,gym2,,,
gym2-90,Misty's Psyduck,90,Common,60,Water,gym2,,,
gym2-91,Misty's Seel,91,Common,50,Water,gym2,,,
gym2-92,Misty's Staryu,92,Common,40,Water,gym2,,,
gym2-93,Sabrina's Abra,93,Common,40,Psychic,gym2,,,
gym2-94,Sabrina's Abra,94,Common,50,Psychic,gym2,,,
gym2-95,Sabrina's Drowzee,95,Common,50,Psychic,gym2,,,
gym2-96,Sabrina's Gastly,96,Common,30,Psychic,gym2,,,
gym2-97,Sabrina's Gastly,97,Common,40,Psychic,gym2,,,
gym2-98,Sabrina's Porygon,98,Common,40,Colorless,gym2,,,
gym2-99,Sabrina's Psyduck,99,Common,50,Water,gym2,,,
gym2-100,Blaine,100,Rare,,,gym2,,,
gym2-101,Brock's Protection,101,Rare,,,gym2,,,
gym2-102,Chaos Gym,102,Rare,,,gym2,,,
gym2-103,Erika's Kindness,103,Rare,,,gym2,,,
gym2-104,Giovanni,104,Rare,,,gym2,,,
gym2-105,Giovanni's Last Resort,105,Rare,,,gym2,,,
gym2-106,Koga,106,Rare,,,gym2,,,
gym2-107,Lt. Surge's Secret Plan,107,Rare,,,gym2,,,
gym2-108,Misty's Wish,108,Rare,,,gym2,,,
gym2-109,Resistance Gym,109,Rare,,,gym2,,,
gym2-110,Sabrina,110,Rare,,,gym2,,,
gym2-111,Blaine's Quiz #2,111,Uncommon,,,gym2,,,
gym2-112,Blaine's Quiz #3,112,Uncommon,,,gym2,,,
gym2-113,Cinnabar City Gym,113,Uncommon,,,gym2,,,
gym2-114,Fuchsia City Gym,114,Uncommon,,,gym2,,,
gym2-115,Koga's Ninja Trick,115,Uncommon,,,gym2,,,
gym2-116,Master Ball,116,Uncommon,,,gym2,,,
gym2-117,Max Revive,117,Uncommon,,,gym2,,,
gym2-118,Misty's Tears,118,Uncommon,,,gym2,,,
gym2-119,Rocket's Minefield Gym,119,Uncommon,,,gym2,,,
gym2-120,Rocket's Secret Experiment,120,Uncommon,,,gym2,,,
gym2-121,Sabrina's Psychic Control,121,Uncommon,,,gym2,,,
gym2-122,Saffron City Gym,122,Uncommon,,,gym2,,,
gym2-123,Viridian City Gym,123,Uncommon,,,gym2,,,
gym2-124,Fervor,124,Common,,,gym2,,,
gym2-125,Transparent Walls,125,Common,,,gym2,,,
gym2-126,Warp Point,126,Common,,,gym2,,,
gym2-127,Fighting Energy,127,,,,gym2,,,
gym2-128,Fire Energy,128,,,,gym2,,,
gym2-129,Grass Energy,129,,,,gym2,,,
gym2-130,Lightning Energy,130,,,,gym2,,,
gym2-131,Psychic Energy,131,,,,gym2,,,
gym2-132,Water Energy,132,,,,gym2,,,
neo1-1,Ampharos,1,Rare Holo,80,Lightning,neo1,,,
neo1-2,Azumarill,2,Rare Holo,70,Water,neo1,,,
neo1-3,Bellossom,3,Rare Holo,70,Grass,neo1,,,
neo1-4,Feraligatr,4,Rare Holo,100,Water,neo1,,,
neo1-5,Feraligatr,5,Rare Holo,120,Water,neo1,,,
neo1-6,Heracross,6,Rare Holo,60,Grass,neo1,,,
neo1-7,Jumpluff,7,Rare Holo,70,Grass,neo1,,,
neo1-8,Kingdra,8,Rare Holo,90,Water,neo1,,,
neo1-9,Lugia,9,Rare Holo,90,Colorless,neo1,,,
neo1-10,Meganium,10,Rare Holo,100,Grass,neo1,,,
neo1-11,Meganium,11,Rare Holo,100,Grass,neo1,,,
neo1-12,Pichu,12,Rare Holo,30,Lightning,neo1,,,
neo1-13,Skarmory,13,Rare Holo,60,Metal,neo1,,,
neo1-14,Slowking,14,Rare Holo,80,Psychic,neo1,,,
neo1-15,Steelix,15,Rare Holo,110,Metal,neo1,,,
neo1-16,Togetic,16,Rare Holo,60,Colorless,neo1,,,
neo1-17,Typhlosion,17,Rare Holo,100,Fire,neo1,,,
neo1-18,Typhlosion,18,Rare Holo,100,Fire,neo1,,,
neo1-19,Metal Energy,19,Rare Holo,,,neo1,,,
neo1-20,Cleffa,20,Rare,30,Colorless,neo1,,,
neo1-21,Donphan,21,Rare,70,Fighting,neo1,,,
neo1-22,Elekid,22,Rare,30,Lightning,neo1,,,
neo1-23,Magby,23,Rare,30,Fire,neo1,,,
neo1-24,Murkrow,24,Rare,50,Darkness,neo1,,,
neo1-25,Sneasel,25,Rare,60,Darkness,neo1,,,
neo1-26,Aipom,26,Uncommon,40,Colorless,neo1,,,
neo1-27,Ariados,27,Uncommon,60,Grass,neo1,,,
neo1-28,Bayleef,28,Uncommon,70,Grass,neo1,,,
neo1-29,Bayleef,29,Uncommon,80,Grass,neo1,,,
neo1-30,Clefairy,30,Uncommon,50,Colorless,neo1,,,
neo1-31,Croconaw,31,Uncommon,70,Water,neo1,,,
neo1-32,Croconaw,32,Uncommon,80,Water,neo1,,,
neo1-33,Electabuzz,33,Uncommon,70,Lightning,neo1,,,
neo1-34,Flaaffy,34,Uncommon,60,Lightning,neo1,,,
neo1-35,Furret,35,Uncommon,60,Colorless,neo1,,,
neo1-36,Gloom,36,Uncommon,60,Grass,neo1,,,
neo1-37,Granbull,37,Uncommon,70,Colorless,neo1,,,
neo1-38,Lanturn,38,Uncommon,70,Lightning,neo1,,,
neo1-39,Ledian,39,Uncommon,60,Grass,neo1,,,
neo1-40,Magmar,40,Uncommon,70,Fire,neo1,,,
neo1-41,Miltank,41,Uncommon,70,Colorless,neo1,,,
neo1-42,Noctowl,42,Uncommon,60,Colorless,neo1,,,
neo1-43,Phanpy,43,Uncommon,40,Fighting,neo1,,,
neo1-44,Piloswine,44,Uncommon,80,Water,neo1,,,
neo1-45,Quagsire,45,Uncommon,70,Water,neo1,,,
neo1-46,Quilava,46,Uncommon,60,Fire,neo1,,,
neo1-47,Quilava,47,Uncommon,70,Fire,neo1,,,
neo1-48,Seadra,48,Uncommon,70,Water,neo1,,,
neo1-49,Skiploom,49,Uncommon,60,Grass,neo1,,,
neo1-50,Sunflora,50,Uncommon,70,Grass,neo1,,,
neo1-51,Togepi,51,Uncommon,40,Colorless,neo1,,,
neo1-52,Xatu,52,Uncommon,80,Psychic,neo1,,,
neo1-53,Chikorita,53,Common,40,Grass,neo1,,,
neo1-54,Chikorita,54,Common,50,Grass,neo1,,,
neo1-55,Chinchou,55,Common,50,Lightning,neo1,,,
neo1-56,Cyndaquil,56,Common,40,Fire,neo1,,,
neo1-57,Cyndaquil,57,Common,50,Fire,neo1,,,
neo1-58,Girafarig,58,Common,60,Psychic,neo1,,,
neo1-59,Gligar,59,Common,60,Fighting,neo1,,,
neo1-60,Hoothoot,60,Common,50,Colorless,neo1,,,
neo1-61,Hoppip,61,Common,50,Grass,neo1,,,
neo1-62,Horsea,62,Common,50,Water,neo1,,,
neo1-63,Ledyba,63,Common,40,Grass,neo1,,,
neo1-64,Mantine,64,Common,60,Water,neo1,,,
neo1-65,Mareep,65,Common,40,Lightning,neo1,,,
neo1-66,Marill,66,Common,40,Water,neo1,,,
neo1-67,Natu,67,Common,30,Psychic,neo1,,,
neo1-68,Oddish,68,Common,40,Grass,neo1,,,
neo1-69,Onix,69,Common,60,Fighting,neo1,,,
neo1-70,Pikachu,70,Common,50,Lightning,neo1,,,
neo1-71,Sentret,71,Common,40,Colorless,neo1,,,
neo1-72,Shuckle,72,Common,50,Grass,neo1,,,
neo1-73,Slowpoke,73,Common,50,Psychic,neo1,,,
neo1-74,Snubbull,74,Common,50,Colorless,neo1,,,
neo1-75,Spinarak,75,Common,40,Grass,neo1,,,
neo1-76,Stantler,76,Common,60,Colorless,neo1,,,
neo1-77,Sudowoodo,77,Common,60,Fighting,neo1,,,
neo1-78,Sunkern,78,Common,40,Grass,neo1,,,
neo1-79,Swinub,79,Common,40,Water,neo1,,,
neo1-80,Totodile,80,Common,40,Water,neo1,,,
neo1-81,Totodile,81,Common,50,Water,neo1,,,
neo1-82,Wooper,82,Common,50,Water,neo1,,,
neo1-83,Arcade Game,83,Rare,,,neo1,,,
neo1-84,Ecogym,84,Rare,,,neo1,,,
neo1-85,Energy Charge,85,Rare,,,neo1,,,
neo1-86,Focus Band,86,Rare,,,neo1,,,
neo1-87,Mary,87,Rare,,,neo1,,,
neo1-88,PokéGear,88,Rare,,,neo1,,,
neo1-89,Super Energy Retrieval,89,Rare,,,neo1,,,
neo1-90,Time Capsule,90,Rare,,,neo1,,,
neo1-91,Bill's Teleporter,91,Uncommon,,,neo1,,,
neo1-92,Card-Flip Game,92,Uncommon,,,neo1,,,
neo1-93,Gold Berry,93,Uncommon,,,neo1,,,
neo1-94,Miracle Berry,94,Uncommon,,,neo1,,,
neo1-95,New Pokédex,95,Uncommon,,,neo1,,,
neo1-96,Professor Elm,96,Uncommon,,,neo1,,,
neo1-97,Sprout Tower,97,Uncommon,,,neo1,,,
neo1-98,Super Scoop Up,98,Uncommon,,,neo1,,,
neo1-99,Berry,99,Common,,,neo1,,,
neo1-100,Double Gust,100,Common,,,neo1,,,
neo1-101,Moo-Moo Milk,101,Common,,,neo1,,,
